nodes
3870,sintetic,0,y,30,x,50
8475,sintetic,0,y,78,x,80
681,sintetic,0,y,37,x,53
5392,sintetic,0,y,87,x,64
2062,sintetic,0,y,24,x,47
3575,sintetic,0,y,74,x,6
4041,sintetic,0,y,30,x,92
2335,sintetic,0,y,23,x,59
9586,sintetic,0,y,81,x,3
4238,sintetic,0,y,50,x,91
682,sintetic,0,y,30,x,32
2659,sintetic,0,y,84,x,53
7831,sintetic,0,y,19,x,46
7895,sintetic,0,y,15,x,91
2377,sintetic,0,y,11,x,85
2613,sintetic,0,y,71,x,24
9583,sintetic,0,y,64,x,94
3534,sintetic,0,y,95,x,46
5950,sintetic,0,y,25,x,23
6290,sintetic,0,y,52,x,6
683,sintetic,0,y,53,x,84
5037,sintetic,0,y,74,x,97
9310,sintetic,0,y,65,x,0
3550,sintetic,0,y,52,x,5
8478,sintetic,0,y,90,x,28
2419,sintetic,0,y,70,x,15
684,sintetic,0,y,86,x,79
7630,sintetic,0,y,73,x,67
3497,sintetic,0,y,12,x,2
4982,sintetic,0,y,5,x,6
6523,sintetic,0,y,36,x,1
4885,sintetic,0,y,18,x,39
685,sintetic,0,y,31,x,0
2568,sintetic,0,y,70,x,50
5651,sintetic,0,y,97,x,52
3504,sintetic,0,y,57,x,75
8695,sintetic,0,y,83,x,90
5945,sintetic,0,y,7,x,49
686,sintetic,0,y,15,x,93
3045,sintetic,0,y,56,x,1
3476,sintetic,0,y,22,x,24
8692,sintetic,0,y,0,x,95
5601,sintetic,0,y,23,x,83
8561,sintetic,0,y,89,x,65
5802,sintetic,0,y,21,x,71
4765,sintetic,0,y,15,x,36
687,sintetic,0,y,64,x,27
8481,sintetic,0,y,64,x,58
688,sintetic,0,y,81,x,6
2024,sintetic,0,y,96,x,23
5934,sintetic,0,y,87,x,86
689,sintetic,0,y,14,x,53
2502,sintetic,0,y,65,x,27
4059,sintetic,0,y,99,x,73
3688,sintetic,0,y,45,x,9
9574,sintetic,0,y,19,x,10
8558,sintetic,0,y,45,x,21
5387,sintetic,0,y,77,x,75
690,sintetic,0,y,31,x,67
2411,sintetic,0,y,56,x,22
3483,sintetic,0,y,11,x,6
5002,sintetic,0,y,12,x,20
2328,sintetic,0,y,43,x,16
691,sintetic,0,y,43,x,18
9085,sintetic,0,y,89,x,34
5325,sintetic,0,y,33,x,41
8856,sintetic,0,y,30,x,24
5077,sintetic,0,y,96,x,19
4453,sintetic,0,y,72,x,70
692,sintetic,0,y,57,x,20
6138,sintetic,0,y,29,x,33
693,sintetic,0,y,22,x,19
2677,sintetic,0,y,51,x,94
4649,sintetic,0,y,52,x,35
2308,sintetic,0,y,42,x,92
3593,sintetic,0,y,69,x,59
2606,sintetic,0,y,88,x,5
694,sintetic,0,y,84,x,91
4448,sintetic,0,y,42,x,4
8443,sintetic,0,y,48,x,97
4811,sintetic,0,y,84,x,50
9735,sintetic,0,y,67,x,85
2671,sintetic,0,y,98,x,63
695,sintetic,0,y,20,x,36
4880,sintetic,0,y,46,x,95
4915,sintetic,0,y,57,x,86
5223,sintetic,0,y,31,x,93
7828,sintetic,0,y,14,x,12
2653,sintetic,0,y,24,x,37
3653,sintetic,0,y,58,x,13
5382,sintetic,0,y,66,x,78
9580,sintetic,0,y,18,x,43
696,sintetic,0,y,62,x,23
5062,sintetic,0,y,7,x,36
3649,sintetic,0,y,12,x,64
2280,sintetic,0,y,80,x,42
2844,sintetic,0,y,93,x,44
3053,sintetic,0,y,1,x,1
2803,sintetic,0,y,86,x,43
3060,sintetic,0,y,3,x,0
2356,sintetic,0,y,94,x,81
4511,sintetic,0,y,50,x,27
3314,sintetic,0,y,71,x,29
8336,sintetic,0,y,53,x,38
2789,sintetic,0,y,81,x,65
4842,sintetic,0,y,18,x,49
3516,sintetic,0,y,29,x,42
3276,sintetic,0,y,54,x,69
3770,sintetic,0,y,13,x,78
2077,sintetic,0,y,9,x,12
2796,sintetic,0,y,16,x,21
4661,sintetic,0,y,37,x,32
3108,sintetic,0,y,40,x,51
2856,sintetic,0,y,1,x,33
2309,sintetic,0,y,22,x,62
3371,sintetic,0,y,14,x,63
1642,sintetic,0,y,5,x,24
1964,sintetic,0,y,37,x,41
9900,sintetic,0,y,66,x,30
6497,sintetic,0,y,64,x,73
1322,sintetic,0,y,46,x,41
1643,sintetic,0,y,97,x,44
1965,sintetic,0,y,85,x,42
2506,sintetic,0,y,39,x,87
9685,sintetic,0,y,78,x,76
1323,sintetic,0,y,75,x,68
1966,sintetic,0,y,63,x,73
1644,sintetic,0,y,91,x,17
8313,sintetic,0,y,50,x,89
1324,sintetic,0,y,47,x,55
9906,sintetic,0,y,77,x,1
1645,sintetic,0,y,53,x,15
1967,sintetic,0,y,18,x,50
9903,sintetic,0,y,76,x,27
1325,sintetic,0,y,56,x,67
9688,sintetic,0,y,61,x,27
1646,sintetic,0,y,35,x,27
1968,sintetic,0,y,16,x,0
3065,sintetic,0,y,76,x,80
1326,sintetic,0,y,70,x,72
2503,sintetic,0,y,86,x,5
1647,sintetic,0,y,89,x,61
1969,sintetic,0,y,47,x,96
1327,sintetic,0,y,22,x,94
8731,sintetic,0,y,25,x,52
9441,sintetic,0,y,58,x,23
1648,sintetic,0,y,78,x,51
1970,sintetic,0,y,23,x,67
7509,sintetic,0,y,45,x,32
9397,sintetic,0,y,38,x,55
1328,sintetic,0,y,14,x,74
1649,sintetic,0,y,88,x,49
1971,sintetic,0,y,6,x,0
1329,sintetic,0,y,21,x,48
1650,sintetic,0,y,24,x,8
1972,sintetic,0,y,0,x,39
5580,sintetic,0,y,0,x,54
1330,sintetic,0,y,96,x,62
9640,sintetic,0,y,72,x,3
1973,sintetic,0,y,36,x,72
1651,sintetic,0,y,83,x,11
2557,sintetic,0,y,43,x,11
5378,sintetic,0,y,84,x,64
1331,sintetic,0,y,80,x,86
1974,sintetic,0,y,76,x,90
1652,sintetic,0,y,14,x,32
7326,sintetic,0,y,3,x,58
1332,sintetic,0,y,78,x,37
1975,sintetic,0,y,95,x,61
1653,sintetic,0,y,47,x,4
9932,sintetic,0,y,93,x,41
1333,sintetic,0,y,13,x,7
1976,sintetic,0,y,18,x,10
9897,sintetic,0,y,83,x,57
1654,sintetic,0,y,75,x,28
1334,sintetic,0,y,72,x,75
3579,sintetic,0,y,75,x,40
1655,sintetic,0,y,74,x,32
1977,sintetic,0,y,57,x,38
1335,sintetic,0,y,53,x,97
1656,sintetic,0,y,17,x,3
1978,sintetic,0,y,4,x,5
1336,sintetic,0,y,56,x,10
1657,sintetic,0,y,64,x,69
1979,sintetic,0,y,10,x,5
5221,sintetic,0,y,24,x,7
6766,sintetic,0,y,90,x,30
7523,sintetic,0,y,30,x,69
7844,sintetic,0,y,36,x,14
4984,sintetic,0,y,38,x,38
5996,sintetic,0,y,25,x,28
