3372671905;3372671906
3372671906;3372671905
2851758891;5146405188
5146405188;5146405190
5146405190;3663924868
3372671862;3372671863
3372671863;3372671862
3372670369;3372671862
3372671862;3372670369
3372671862;3372670370
3372670370;3372671862
2474739075;3772127064
3772127063;2474712216
2503441328;2503441331
2503441331;2503441328
1704818287;2858527454
2858527454;1704818287
2858527454;2503441326
2503441326;2858527454
2503441326;2503441334
2503441334;2503441326
2503441334;2858527450
2858527450;2503441334
2858527450;2503441328
2503441328;2858527450
2503441328;1704818515
1704818515;2503441328
1704818515;2503441332
2503441332;1704818515
2503441332;1704818561
1704818561;2503441332
1704818561;2503441336
2503441336;1704818561
2503441336;2503441329
2503441329;2503441336
1663130970;1703548118
1703548118;1663130970
1703548118;1703548136
1703548136;1703548118
1703548136;5331631650
5331631650;1703548136
5331631650;1703548076
1703548076;5331631650
1703548076;1703548098
1703548098;1703548076
626198216;626198219
626198219;626198216
626198219;626198222
626198222;626198219
626198222;3806757914
3806757914;626198222
3806757914;4775059517
4775059517;3806757914
4775059517;4482991569
4482991569;4775059517
4482991569;4482991570
4482991570;4482991569
4482991570;4775059518
4775059518;4482991570
4775059518;626198225
626198225;4775059518
2854153703;2854153704
2854153704;2854153703
2854153701;2854153706
2854153706;2854153701
5331631651;1703548042
1703548042;5331631651
2854153701;2854153703
2854153703;2854153701
2854153703;2854153707
2854153707;2854153703
2854153707;2854153709
2854153709;2854153707
2854153709;264943569
264943569;2854153709
5331631651;5331631654
5331631654;5331631651
5331631654;5331631656
5331631656;5331631654
5331631656;5331631653
5331631653;5331631656
5331631653;5331737752
5331737752;5331631653
5331737752;5331631659
5331631659;5331737752
5331631659;5331631652
5331631652;5331631659
2048208718;2854153702
2854153702;2048208718
1703548098;5331631662
5331631662;1703548098
5331631662;5331631655
5331631655;5331631662
5331631655;5331631651
5331631651;5331631655
4988521875;2430262563
2430262563;1991751973
1991751973;1991751927
1991751927;1991751951
1991751951;599631911
599631911;4988916279
4988916279;2430262577
2430262577;599631917
599631917;2430262561
2430262561;4988521872
4988521872;4988916280
4988916280;599631934
599631934;599631928
5331631655;1703548016
1703548016;5331631655
2860327751;2860327752
2860327752;2860327751
2796380962;2796380963
2796380963;2796380962
2796380965;2796380966
2796380966;2796380965
2796388781;2796391722
2796391722;2796388781
2796391722;2796391721
2796391721;2796391722
2796391721;2796388782
2796388782;2796391721
1704450286;4682668013
4682668013;1704450286
4682668013;1704450265
1704450265;4682668013
3372672622;3372672418
3372672418;3372672622
3372672418;3372672419
3372672419;3372672418
1704450144;1704450146
1704450146;1704450144
1704450146;1704450156
1704450156;1704450146
1704450156;1704450158
1704450158;1704450156
1704450158;3240145187
3240145187;1704450158
3240145187;1704450165
1704450165;3240145187
1704450165;1704450182
1704450182;1704450165
1704450182;1704450210
1704450210;1704450182
1704450210;1704450228
1704450228;1704450210
1893670662;1893705946
1893705946;1893670662
1893705946;1893705944
1893705944;1893705946
1893705944;2654794829
2654794829;1893705944
2654794829;1893705427
1893705427;2654794829
1893705427;2855575840
2855575840;1893705427
2795155317;2795155319
2795155319;2795155317
2338622942;2338622935
2338622935;2338622969
2338622969;2338622938
2338622938;4027980318
4027980318;2338622944
2338622944;4834965360
4834965360;2338622958
2338622958;2338622956
2338622956;2277784366
2277784366;2506608727
2506608727;2277784320
2277784320;2277784335
2277784335;1704730075
1704730075;1704730056
1704730056;2338622965
2338622965;2506608728
2506608728;2506608730
2274599725;2792500451
2792500451;616541854
616541854;4421972793
4421972793;1953882317
1953882317;5448663843
5448663843;1896464178
1896464178;616541906
616541906;4421972794
4421972794;263930363
263930363;616541869
616541869;2274599722
2274599722;263930365
263930365;2281466695
