3794,7772
6549,9973
4905,2351
3967,3052
9581,6
4558,8322
3918,567
3759,2564
9650,2221
5516,6338
1856,5519
679,8669
1315,6995
987,671
7534,8456
4014,9001
3812,8972
261,6927
9253,8266
4470,2864
6740,4487
8689,295
7428,5717
7922,5423
680,1660
3861,2832
5258,3052
928,3482
3782,1682
2759,5425
6348,8706
654,8564
4547,3788
4779,5480
2436,7755
6814,9478
787,2846
1755,6085
6006,5665
7790,243
3259,1290
6876,5863
4490,6793
6020,5518
5535,1872
5248,4328
6859,3641
5861,6296
1088,6259
5490,1970
9814,950
3691,7364
8285,5455
7659,1759
9138,4520
4820,7969
7745,6165
7957,7735
6,7195
4066,8553
9223,2121
5019,5229
3467,6936
2555,4115
9892,8722
3399,9030
1466,5628
1223,3286
3581,8288
1450,64
1666,163
377,8615
7296,3645
6397,9506
7671,1745
2517,3788
6355,6207
9556,8184
5286,621
5242,8731
592,3249
7549,2501
5243,4989
7950,3443
6907,7779
3815,4822
6277,8917
7534,7780
3161,4319
3267,4666
342,1946
3186,5659
7800,7958
3035,1727
6434,8068
2749,3540
376,447
8231,3802
2308,973
7069,7708
6880,284
3882,5495
7445,905
1034,9821
414,1887
8276,1175
2686,258
5658,3344
5140,8870
3327,9599
5400,3791
6633,9189
5999,857
6143,3139
4379,5091
6231,7537
1149,822
3049,7691
7040,7082
330,8938
47,1092
2031,6512
2075,1668
5929,1079
8914,5373
3887,6139
5125,3738
3587,6123
5339,532
6890,734
1441,9346
649,3512
8548,5379
7090,5613
5411,8409
8726,828
6342,6502
7071,3731
3366,9798
3905,3216
1287,1235
5403,3345
3309,5066
7619,4206
5860,3921
3376,5409
4081,4262
4160,4711
9226,6302
8569,9889
3120,880
2230,1955
2579,5358
1727,7123
7341,4045
7912,8999
4040,5922
4731,7020
277,2566
1965,7719
7081,513
749,29
3752,3821
9313,4487
3727,5973
6760,1875
7955,1785
5058,6623
8970,8189
1660,2199
3322,8541
276,7202
7453,9517
1794,3771
8855,2550
580,7487
2638,472
439,2956
3685,7094
9939,1673
293,435
