15246,17231
913,2208
5313,2203
20971,10742
8124,17113
9290,10333
22735,7408
6894,3704
8896,1744
20234,13094
13736,6824
19318,2481
6874,12186
11611,24734
23111,21580
5712,11630
24381,4738
2334,2599
249,16181
504,24184
4995,22877
24121,13201
13244,3000
13585,16215
10807,10763
15319,1260
23161,15332
3745,6669
23500,2430
13921,21594
5706,14267
14409,24443
6646,8400
11542,965
7346,3948
15532,11402
3829,23960
8524,14308
3820,865
17159,9724
2759,9628
10701,22178
4960,7043
13471,11985
1957,3624
17281,10325
21461,22516
11855,1519
9877,17782
15206,15062
14890,8278
273,17528
4649,6486
15474,16481
9416,2682
21538,20942
12639,3512
1839,17805
11477,22633
14362,24464
3838,17089
17069,5316
982,11711
11349,8341
23937,17862
13833,847
20770,9546
16080,2767
16000,22216
633,1306
22901,21008
7567,7316
20871,2988
7954,19731
15502,24753
12181,7925
21533,15242
17575,7336
3550,12129
6809,13602
23070,17514
2121,24931
7785,24190
916,19739
14092,13835
22551,15533
19042,15033
12398,19524
120,19327
2446,24189
24653,20508
5536,5128
14062,16248
13123,5136
11586,18763
8265,825
23432,4298
19074,10130
1876,16706
1885,10787
2163,21926
24699,2894
23948,7034
20021,23200
23094,17051
5059,18639
21737,22058
16036,8365
16690,18671
13159,1964
4128,19266
16702,3796
21927,5661
12178,6014
24621,132
16979,1053
15282,4895
19550,1802
2659,5209
20345,16436
313,19053
5855,9760
10143,3094
20150,15948
13476,5983
17555,22589
23999,3237
11481,13421
1184,13195
24502,808
89,7740
6002,12570
2765,15358
11260,5364
12711,8625
14795,3000
16545,21841
3416,23329
5564,9788
22667,17816
21868,13255
21025,16412
2291,15773
1156,11856
10941,2612
13786,22193
3118,20809
15509,3352
10695,11871
9892,20848
10185,17413
19418,8900
6034,13879
2018,7061
23132,12550
20293,23262
17500,14679
14074,9743
12073,15592
4177,20183
2538,6156
21104,20089
21516,1217
4805,9196
24663,17812
24811,11418
4427,15872
3756,19687
2946,19042
20966,5150
