2575,13669
21056,6116
10143,15957
13517,21400
3810,8395
1813,12759
16436,6029
18595,14639
23955,341
14784,3316
471,9644
15171,8865
24059,7210
7305,17508
20728,6806
19464,6805
16953,10761
10406,6246
4573,18095
4570,22673
15150,15807
14929,13158
21722,11920
6884,9986
22318,4614
838,5690
12578,11639
1265,776
17846,19222
16500,7399
24469,23228
4174,21659
20771,65
18183,158
3444,3961
11956,19912
1359,22743
4264,6766
17078,24159
18449,6399
1429,7818
1301,17749
6436,5225
9487,12876
11313,14465
15849,15440
5107,12218
19502,20708
5223,2992
9208,11578
20068,6149
5618,13455
697,5257
14507,22583
10638,16206
12643,22393
20489,5274
24337,13121
3661,7322
18170,15200
11576,16985
23261,8490
6020,21896
23478,2800
11325,8458
4287,17846
18997,1729
20517,24802
22207,5380
6908,3439
13989,7474
549,6186
14674,24514
24338,2857
2210,14605
404,9867
16769,21238
2454,18100
10905,3496
11109,14222
10004,20663
19596,15897
40,15270
20974,21870
6272,10814
20908,20547
15268,23694
14174,7599
4992,2773
6607,17016
5153,9260
18198,4572
13288,7268
17509,6956
7498,4026
3776,6884
10122,5211
23404,16467
23117,9268
1645,9345
20716,20273
210,639
149,12552
23838,1946
2283,18623
18878,18589
3254,23516
14942,21640
4570,3815
3209,19480
1771,12365
3461,2355
3659,14391
13298,10548
17832,22280
10266,3364
23789,2906
10258,13215
13804,19696
9715,19043
2558,4925
16667,17481
17826,2656
8009,19928
839,23310
959,4540
10938,18987
8159,10643
9420,11848
17394,3017
21664,17930
10925,3651
14032,16743
5055,773
13149,4793
2964,10712
19512,19348
12236,9058
17888,16464
19653,8410
4722,3970
22993,14932
206,13005
22880,21440
11032,4352
211,1223
18798,16990
21462,19137
11308,9925
6902,4007
24816,224
3502,19055
6498,5715
17993,17642
24455,4165
5796,16091
6495,18153
7144,13308
2280,24661
17412,2937
18690,8673
3345,23785
21226,17993
6494,8335
11055,24387
9967,16208
8889,14637
11762,21758
8435,21519
13858,3257
7313,18047
16503,3633
22265,14017
17034,16068
14564,9211
19463,22427
1342,20475
1282,765
17513,9286
20072,22532
11717,11015
2513,13535
12935,8661
4433,19885
21640,24702
11982,5312
10123,6310
11980,1641
16251,2439
6102,4985
5665,11013
9696,17670
6618,3291
16498,19733
12571,23624
10009,14984
13938,23471
1628,15473
10964,16130
16375,24688
13420,22851
2515,14958
2356,11462
10636,8991
596,13240
22164,19642
21980,16328
6070,22211
24103,16630
7061,4665
70,15770
13155,15366
12646,15797
11045,22692
2477,3660
12714,21038
10510,21894
709,10450
16942,8661
19445,6323
8282,76
2418,4890
17994,21448
3017,889
18579,4460
24229,2488
3849,20949
20403,51
20489,24671
18131,17133
6947,17516
17713,5375
14467,22267
22076,1094
7903,1013
4549,14535
4379,10329
21831,1962
6165,19470
21725,24394
535,11039
19492,19652
16993,3358
23112,8977
19419,8443
1149,9987
4230,19390
7152,463
9794,11542
13877,19824
15467,13265
6350,14758
11328,8215
2524,8909
16941,19988
17300,17800
19857,10642
1223,8845
6963,18543
1503,11939
10254,16980
22840,14762
12818,18064
8866,9225
24278,23425
3097,3971
10237,1072
9675,4982
16151,12564
9523,22577
18288,14555
17780,18726
11073,23231
24298,883
6884,1200
9476,8740
16884,4920
10342,23802
17090,22921
12783,1831
5634,10091
15918,8932
10312,7771
8096,10849
15748,5117
9268,14654
11813,17783
12330,19054
10669,15166
16699,12511
12893,11414
16677,4586
1830,1166
8132,10389
17952,16937
17633,17034
666,3498
6247,22043
7995,18169
15029,14858
9079,139
19371,843
21035,19742
14558,9548
3077,3992
10173,17171
9324,8696
1179,23181
13003,3067
3907,10165
20628,18070
20292,7068
12098,23512
22708,10777
21037,7252
13016,16840
5731,21076
24664,19693
20510,20401
11220,17507
19824,16243
4717,15033
20438,15506
11125,13957
8236,17912
14509,20927
5422,14012
4705,11751
15530,21120
14607,5720
4540,9934
12596,15493
20626,18344
21437,24092
12198,6505
19926,13644
9854,6146
10437,12317
7397,11368
15151,22991
20162,24601
45,11651
11872,10673
11089,22721
8548,1974
3406,2883
18029,4346
9368,21417
13103,1607
2270,10912
8453,15246
23882,1162
16627,20408
18425,2240
21104,13055
9516,4826
20886,2746
18432,8391
18364,2615
5713,5810
22454,22883
6367,6485
24607,10096
13566,22663
13295,16852
6916,19602
19437,9310
2535,6841
1553,4462
5999,5607
3659,4443
24363,13326
21829,16528
3566,23583
582,7323
23073,3538
9322,12526
2471,6650
21943,13613
11522,576
17472,22019
17176,3226
6198,5463
24726,8644
15973,3375
10616,10192
16975,624
17275,6094
2537,20454
8158,296
14676,123
5207,21543
7356,8666
1431,19081
24640,19075
22806,7705
24452,22951
16253,21394
13447,4915
23407,1991
21885,7509
4349,15441
22816,18847
13641,11197
12666,1420
6489,9593
7502,2372
2406,6233
23308,3872
5287,17327
12046,11013
4745,15586
5530,14820
7622,11430
6548,14485
4398,19970
4578,6004
9689,6003
14481,8406
4011,11610
14552,23807
14754,21683
5524,17676
20094,13896
3332,3680
8326,19051
19982,9866
8233,19649
12068,22234
2907,24860
16841,23385
1116,1318
24602,11488
6031,4214
14971,15372
15402,11853
22116,14435
3229,21238
15950,24298
13310,17093
8622,20976
16945,20059
21917,23036
19049,13024
7927,23289
11430,13302
3863,17870
7811,19558
1862,17089
2705,18772
3105,21853
24318,2127
8601,8065
10485,12944
19683,19518
17823,2902
15221,20949
6946,24853
13249,8425
10047,21442
7214,12387
12917,18868
16756,2355
12270,14402
14273,4230
3090,6458
3961,17476
22253,1296
9176,2117
13675,20803
7254,5242
7286,2845
2445,18198
2300,16007
9848,11115
21742,23533
23377,4321
503,1950
14136,8520
18830,17703
22958,16888
5802,18664
16550,2599
5456,9677
18114,22755
15211,17480
13821,13712
1849,17179
22521,16299
20954,7961
10607,2155
19925,11242
23924,12462
110,22432
13192,6851
16346,20413
17854,9867
14668,19743
2104,11404
21239,20394
22030,6198
16480,18995
24311,19822
14228,1255
8974,20888
24319,12728
13099,12724
22507,2022
8560,2251
8248,17878
9444,6870
3362,22064
16503,12071
9739,1436
18373,2140
20168,23926
2946,7821
21336,16155
19769,1698
6235,19801
12009,12380
11942,4433
17955,5555
13512,3040
24117,17589
18827,9465
2031,17616
16787,1387
6329,2075
6277,544
14646,2717
17232,18280
20194,3784
19319,23113
17266,21758
15743,10951
9118,24570
1960,24698
22709,7443
4608,2873
15875,11411
22105,12807
21934,7424
783,14483
1846,4053
2150,20100
21911,16451
4046,19753
17839,17782
5447,19273
19908,13040
21116,16740
13267,10500
14030,14584
7232,6242
873,12509
15338,9647
15553,17445
14537,14401
17749,19231
18123,13287
14239,1974
22131,18468
11732,19370
7701,23994
15570,12813
23138,24416
18278,21194
15501,17018
14023,24280
2784,14035
20009,4083
24549,16568
13566,11156
24535,19144
21834,9040
6183,7867
24729,1752
21945,1950
24367,8891
6274,20004
16544,21090
12742,9689
6112,21289
13816,13227
3764,21063
18128,2409
22256,9679
19283,22622
19095,19264
8431,7438
3882,12754
2365,12725
20353,15011
7280,5465
3965,7033
3101,15077
13083,17711
24368,13061
13219,7470
24065,1249
5907,20164
18753,18083
22621,8326
18010,2181
21853,20819
7013,18517
8604,19132
3705,8252
15982,396
6306,637
17943,20414
10688,4796
3325,6338
3064,18055
20371,9419
4852,7949
4188,3394
16460,11345
15064,8004
11327,17654
3620,18708
11606,1707
3890,14221
23101,21316
6611,14934
19244,3369
18842,8926
5812,7834
10958,23826
15677,16690
14168,22463
22928,24047
5611,19277
18425,19017
13573,23551
1690,12842
13341,19516
19400,15830
11826,18427
2599,20860
11596,11336
6795,17605
2129,10470
22640,5739
16839,10138
20895,12346
8371,11742
4747,6957
13291,11739
20880,4301
23345,17468
5095,19498
672,5536
3648,6216
21656,23706
19943,24798
18779,13011
23106,15230
23002,2576
3958,12257
2178,4607
6351,4490
20243,22734
22116,4861
7407,5343
15918,13807
8085,16191
15875,8383
10431,21586
21433,23633
18301,324
20665,1032
12125,16045
10115,19483
21181,14893
4728,14511
21151,18918
10422,3323
15556,13934
21589,3190
13653,2532
5174,21140
7114,17463
16334,13342
4437,9828
7853,15010
10600,14853
13648,13299
14177,7737
5553,9661
1952,24593
11193,8449
13829,16913
4069,24752
11195,13166
2548,2831
14089,17034
17669,23998
22127,20881
17405,22650
20397,22813
14510,4768
13022,3835
7009,20584
21841,4070
8038,19453
15034,11416
2262,13136
5994,24609
22237,7029
6829,19346
23152,6465
2178,3583
20853,11278
8792,10229
22259,12790
8983,14670
24438,6387
15957,2401
19021,6207
1079,22146
18274,10258
18790,14310
5747,17807
12160,19930
11171,24037
21668,11591
19204,10862
2288,7275
2062,9140
20701,9394
8468,3664
19700,14700
19690,16150
17157,9451
24619,19681
1242,8674
9621,24283
22279,4738
1141,8445
13222,21602
5066,1783
23053,14159
19586,2329
5202,13281
9956,20402
20843,10413
8776,16343
4135,23637
19852,20121
24406,18306
1387,13372
22369,12333
12557,16363
10833,13828
6287,9360
2324,11823
13002,22722
5045,8660
8523,18783
5479,1393
16111,4731
6873,21151
12330,23407
21988,15972
19308,22413
10135,10834
10912,10834
17567,22734
23803,23729
1798,22825
2842,250
20419,3822
20526,1896
6359,2338
426,4332
19319,16798
3096,21195
265,2419
17489,14393
18041,19599
15887,12025
23214,7835
14471,17462
2869,1906
16319,16691
14628,9814
18950,652
16139,10772
11831,22531
6980,2212
22636,14169
588,17257
13352,8939
22063,5675
18288,16372
15729,7769
19195,7192
7981,4553
20869,18036
9765,23308
11611,10060
1707,12937
457,22768
23719,3772
5418,6097
23927,18080
15055,3670
20509,11039
8377,8967
249,12799
23687,15451
19306,3124
293,11022
16362,1702
18432,13766
12518,22107
22962,15601
14156,9839
23191,22662
12594,841
5515,19289
24023,20304
4392,11866
4473,14137
8096,6128
9855,23107
20389,19894
7847,11574
23330,18617
11933,7448
9680,17025
3208,14213
1384,16846
10425,13792
4413,4361
1199,24362
12729,15047
7,9065
23639,4677
6537,1350
13352,12778
10192,10969
13743,16238
7710,8244
12672,24608
13508,18628
14749,4412
12327,22414
7413,13093
22425,10943
10411,4632
10246,12588
2089,10263
11880,21921
17629,19580
20292,18620
13457,7954
13566,18428
2002,561
17829,16615
24493,24424
10308,3429
11675,24375
3968,23467
23221,11297
10934,18723
12551,13137
9845,3524
20703,18041
185,4485
5964,3490
23720,21181
21118,1651
1860,1924
11505,23003
5353,17969
19224,23138
18762,14235
5785,18502
18832,18584
16315,24720
7265,8937
3090,20508
16727,729
4137,2545
17176,4903
12587,21166
15331,8625
428,6057
16794,3175
23900,18934
13250,4183
5608,17361
2201,17277
24460,3938
15135,3606
24271,22166
15284,22446
5109,9956
21492,4784
6923,24057
2886,7652
16119,92
6060,16424
4520,24542
13798,16739
7153,13605
24332,22280
8269,8971
6411,18232
3830,5608
15169,8064
18039,6337
13808,565
19479,4310
15597,371
9925,18767
12337,8959
7607,16778
22349,6213
3161,15750
23682,762
13453,24876
10917,23205
8817,1763
20939,11358
6071,10096
3908,4677
14627,11812
20132,3058
17331,12608
22108,21992
10110,23702
11509,20875
852,10746
3445,515
9737,3426
1054,12892
21067,18153
3868,921
16241,18453
12659,17640
22010,9307
5302,14867
12072,23633
16332,16104
9602,7633
2399,10444
14585,24613
22638,6097
6257,580
12042,20555
17957,3818
17418,4695
23940,1899
19852,8111
23952,22762
20008,22397
19685,804
86,17921
5428,16454
21726,13442
8886,11856
4785,13470
18612,6219
9613,20448
15563,17751
12104,10496
4396,17880
1637,17707
5587,23229
11794,9221
10953,6204
9016,22710
15969,7112
23895,15283
5413,72
8484,1639
11166,11960
11138,14047
3498,22510
14183,16217
10205,6760
661,3319
2504,6135
11236,22976
16491,16485
11399,19142
2692,18567
13640,14898
2076,317
18432,19300
2538,11472
22168,6476
13317,3863
17781,15103
6217,9248
599,856
18232,23634
15826,10076
12942,15983
20038,24912
13409,9512
22061,20905
14523,16311
21999,23126
23613,12866
7982,3199
2197,20511
9083,19461
9905,10357
17076,11736
7303,14697
1498,11382
23196,11091
18076,12077
5746,23611
22811,18653
8018,18969
24533,333
23568,4012
6748,18280
21511,17983
16386,13251
10695,19952
21462,1642
6000,11136
14578,2864
1577,4715
19529,22804
14805,6815
3271,15696
1620,7267
16122,11840
5109,17198
19280,19951
7414,20845
17381,14776
3755,379
4474,20381
3620,9953
23441,22382
11040,14516
13908,9770
15428,12274
10499,510
6973,8606
17989,4160
4994,21709
11887,20751
18194,1933
13062,1485
10518,4382
15277,4746
5322,3735
1250,7551
7152,16134
8708,23149
21365,9103
14700,19002
8225,2599
5097,19987
24223,4126
