2399394974,4364625215,Found,39,182,0.0191549566666667,2399394976;2399395056;2399394977;2399395066;2399394978;2399395002;2399394928;2399395019;2399394985;2399394984;2399394980;2399394982;2562413147;2562413148;2562413143;2562413144;2562413145;2562413146;2562413142;590607219;590605922;590607215;590605937;590605934;3793874737;3793874736;245682143;4364624065;245682136;245682060;3793874725;245682059;245681968;245681964;245681963;2629682688;245681962;4364646346;245681974;4364625215
3212163837,2299255928,Found,240,3747,0.03354773,2932394198;2439202961;3212163845;3212163846;2439202963;1366938229;1366938236;245666552;5345056855;5345056854;2966389875;1665624924;245666734;5345056859;245666894;1665624944;1665624954;1665624962;1665624973;1665624979;1665625004;1665625008;1665625018;1665625039;1665625044;1665625070;1665625081;1665625108;245667405;1366938355;1366938348;2163950402;2163950400;1366938303;1366938307;1366938309;1683617364;1366938305;1665624976;1366938268;2246471991;1366938261;1366938255;1366938254;245666905;4264598316;4264598315;4264598314;4264598313;4264598312;4264598311;4264598310;4264598309;4972461860;1643264305;245665303;2248802351;2629741752;245664905;4264598303;2248802279;245664891;2248802282;4357272781;245664869;2248802276;245664842;2248802254;1642951798;245664837;2248802247;245664836;2248802244;2248802236;1642951793;245664866;528847252;1642951763;1642951755;1642951749;1642951748;1642951746;1642951744;1642951740;1642951739;1642954394;1179344896;1642954393;1179340118;1179340124;1179332230;1179332232;1179340221;245664141;2439595729;529589677;2258304596;529589674;1176701799;245663995;1176703271;245663930;2258304594;245663831;1176703273;245663471;1643134478;1643134471;245663355;245663296;1179314459;245663089;631494009;4362786418;4362786417;1643134461;1179314462;1643134423;1179093391;2258304550;2258304541;1179093390;1179093388;1179093386;1179093385;2258304514;2258304508;1179093384;1179314509;1179089923;2258304493;2258304489;1179089922;1179089912;1179089911;2258304484;1179089909;2258304477;2258304475;2258304472;1179089903;1179089901;1179089899;1179089896;2258304466;1179089894;1179089890;1179089888;1179257896;1179261811;1179261813;1179261818;1179261820;1179261823;1179261824;1179261825;1179261826;1179261828;2258304458;1179273129;245660324;1179273132;2258304455;245660183;2258304451;1179221111;1179221113;2258304449;1179221116;1179221118;2258304446;1179221121;1179221127;1179221131;1179221134;1179221142;2258304438;245659911;2258304431;1165370351;1165370354;245659814;1165370356;1165370358;1165370361;1165320838;245659759;5478101522;245659828;4506425555;4506425554;1286752654;245660037;471942852;245660066;2444311224;2439495335;2444311221;245660083;245660062;2444311215;1286682826;245659811;3736875638;3736875639;3736866094;3736866095;245659852;245659851;296353470;245659862;245659883;245659882;245659892;296353468;245659891;245659834;296353487;768651345;296346727;245659676;296346634;245659583;296346624;296346617;245659526;245659484;245659467;245659483;2299255920;768599588;768599589;768599590;2299255925;768599591;245659597;768599928;768599932;768599931;768599930;768599929
1936499572,1474897389,Found,247,7731,0.0202870883333333,1936499570;1936499568;4688603992;1936499566;1936499564;1936499561;1936499559;1936499553;1936355608;2630014220;1936355606;1936355605;1936355603;3803784016;1936355600;2242610394;1936355598;1936355592;1936355590;1936628003;1936628002;1936627977;3878413315;1936627946;4690123849;1375251723;3878367692;1392429412;3878367684;623038351;1375251718;1375251717;1375251719;623038356;623038359;1375251715;1375251714;3878367672;623038361;623038364;5488442688;2250992750;1154214582;1154214585;3708879387;3708879377;3708879372;3708879367;3708879366;3708879362;3708879355;3708879352;3708879350;3708879349;3708879348;4323064898;3797889118;3708879351;3708879357;3708879361;3708879364;3708879368;3708879374;3708879376;3708879379;3708879380;3708879363;3708879354;3708879346;3708879341;3708879338;3879392899;3708879335;3708879330;3708878221;3708878218;3708878217;3708879290;3708879285;3708879283;3708879279;3708879278;3708879275;3708879273;3708879269;3708879267;3708879264;3708879260;3708879257;3708879254;3708879247;245671166;3708879228;3708877819;3708877812;3708877809;3797873494;4532415514;3708877805;3708877804;245670576;3708865596;623885526;2244962162;2244962155;2244962141;2244962130;2244962099;2244962063;245670400;2244962006;2244961997;3708865595;4567828078;2244961915;245669665;3558438901;245669653;3518462394;2244961801;1647286511;2246473258;2246473234;1647286328;2246473102;2246473015;1366028055;4357416074;1366028051;2622177309;1366028032;619309793;1366009161;4233703586;5482347191;5482347192;1366027980;2439359832;1232644341;2804574479;1232644644;2892843892;1232643976;2892843891;2892843889;1232644184;2804392268;2892843884;2892843881;2892843879;2804392256;2804392272;2804450687;2804441142;2804449479;2804441153;2804441145;2804441150;2804441143;2804414703;2804414702;2804414709;2804414706;2804414711;1232644620;4443962502;4443962501;245666606;2246471851;2246471803;1367093112;4264430257;1367093083;2246471728;245666164;3463796101;1654348910;2246471647;3205939907;3205969389;245665679;1367092952;3205780113;245665583;1643351843;245665354;1643351837;245665270;245665233;2248802401;245665198;4362728161;1651387817;245664869;2248802276;245664842;2248802254;1642951798;245664837;2248802247;245664836;2248802244;2248802236;1642951793;245664866;528847252;1642951763;1642951755;2248802024;2248801973;2248801834;4292758224;2248801762;2248801628;2248801587;2248801487;2248801397;2248801341;2248801329;2248801284;2248801221;2248801154;2248801041;2248800780;2248800762;2248800633;2248800480;2248800297;2248800226;2248800171;2248800143;2248800112;2248800013;2248800004;2248799916;2248799874;2248799859;245662490;3125354405;1474899930;1474906619;1474897392;1474897381;1474897384;1474897385;1474897395;1474897378;1474897379
2258304444,1474897386,Found,159,4011,0.0375036116666667,1179215865;1179217474;1179217475;1179217476;1179217477;2258304453;2258304456;245660237;1179088436;1179273102;2258304459;1179253625;1179253626;1179253629;1179253631;1179253634;1179253638;1179253643;1179253651;1179253647;245661107;1179088379;1179088417;1179088418;2258304468;1179088419;1179088420;1179088422;1179088423;2258304474;2258304476;2258304478;1179088425;1179088426;1179088427;1179088428;2258304491;2258304495;1179088430;245662308;1179093372;2258304510;2258304516;1179093374;1179093375;1179093376;2258304534;2258304543;2258304552;1179093380;1643134428;1179314480;631494001;245663047;245663165;1179314445;245663296;245663355;1643134471;1643134478;245663471;1176703273;245663831;2258304594;245663930;1176703271;245663995;1176701799;529589674;2258304596;529589677;2439595729;245664141;1179340183;631497242;245664176;245664428;1994979759;1179344886;528845324;245664716;245664779;1642951765;1642951778;1642958703;245664865;2124941135;1642951811;2124941129;1642951832;1642951842;1642951853;2248802418;1642951858;3642586741;245665197;245665532;245665679;1367092952;3205780113;245665583;1643351843;245665354;1643351837;245665270;245665233;2248802401;245665198;4362728161;1651387817;245664869;2248802276;245664842;2248802254;1642951798;245664837;2248802247;245664836;2248802244;2248802236;1642951793;245664866;528847252;1642951763;1642951755;2248802024;2248801973;2248801834;4292758224;2248801762;2248801628;2248801587;2248801487;2248801397;2248801341;2248801329;2248801284;2248801221;2248801154;2248801041;2248800780;2248800762;2248800633;2248800480;2248800297;2248800226;2248800171;2248800143;2248800112;2248800013;2248800004;2248799916;2248799874;2248799859;245662490;3125354405;1474899930;1474906619;1474897392;1474897396
495059092,1642951789,Found,175,1673,0.01723943,2258304318;620382693;495059134;2258304322;2258304323;2258304324;2258304326;1375482672;1375482680;1375482686;1375482689;2258304337;1375482695;2258304340;1375482711;245657635;1375482705;1375482724;1375482727;1375482733;1375482700;493914557;1375482736;700725751;3193011678;1375482741;1375482744;245658064;1375482746;1281462320;2258304351;2258304354;2258304362;2258304366;2258304370;2258304374;2258304378;2258304382;2258304386;2258304390;2258304393;2258304396;1966835492;1966835501;1966835499;597286204;1966835464;1165333808;1165333802;1165333803;1165333806;1165333810;1165333811;1165333814;1165333818;1165333820;1165333827;1165333823;1165333826;1165333829;1165333830;1165333835;2258304412;1165370317;245659300;1047634889;245659380;245659495;2258304418;2258304420;1165310175;2258304422;2258304424;1165370195;1165370196;1165370198;1165370199;1165370203;1165370206;1165370209;1165370211;2258304430;2258304433;2258304436;2258304439;2258304443;1179215860;1179215867;1179215865;1179217474;1179217475;1179217476;1179217477;2258304453;2258304456;245660237;1179088436;1179273102;2258304459;1179253625;1179253626;1179253629;1179253631;1179253634;1179253638;1179253643;1179253651;1179253647;245661107;1179088379;1179088417;1179088418;2258304468;1179088419;1179088420;1179088422;1179088423;2258304474;2258304476;2258304478;1179088425;1179088426;1179088427;1179088428;2258304491;2258304495;1179088430;245662308;1179093372;2258304510;2258304516;1179093374;1179093375;1179093376;2258304534;2258304543;2258304552;1179093380;1643134428;1179314480;631494001;245663047;245663165;1179314445;245663296;245663355;1643134471;1643134478;245663471;1176703273;245663831;2258304594;245663930;1176703271;245663995;1176701799;529589674;2258304596;529589677;2439595729;245664141;1179340183;631497242;245664176;245664428;1994979759;1179344886;528845324;245664716;245664779;1642951765;1642951778;1642951780;342120048;1642951783;1642951787
5346633577,3736899076,Found,149,1229,0.0255179766666667,5355278580;1879818076;1879818082;1879818079;1879818069;1879818057;1879818049;1879818014;1879818008;1879817959;1879817911;1879817910;3648918751;1879817990;1879817995;1879818024;1879818047;1879818045;1879818019;1879818006;2433523749;1879817993;1879817913;1879817912;1879817905;1879817903;1879817901;1879817900;4235047216;1879817897;1879817896;3486639496;1879817893;1879817886;1879817882;1879817875;2236679475;1879817869;3893167782;1879817861;1879817857;3893167783;1879817849;1879817841;2250298639;1879817830;1879817828;1879817825;1879817816;1879817815;1879817813;1879817809;2236679299;1879817798;1879817792;1879817786;2236679291;1879817743;1879817730;2236679250;1879817664;1879817656;1879817642;1879817615;1879817606;1879817578;1879817540;1879817534;1879817528;1879817525;1879817518;1879817511;1879817506;1879817493;1879817464;1879817445;1879817433;1879817421;1879817412;1879817406;1879817400;5279688326;1879817396;1879817393;1879817381;1879817380;1879817378;1879817376;1879817379;1879817385;1879817389;1879817414;1879817422;1879817426;1879817449;1879817469;1879817487;1879817494;1879817497;668699234;1879817484;1879817485;245673439;1879817548;1879817556;245673500;1879817545;1879817538;4367420207;1879817490;1879817475;1879817472;1879817476;1879817488;1879817489;1879817478;1879817461;667395451;667395450;245672742;245672662;1645931719;619199912;4367420254;245672511;4759418229;245672447;4367440597;245672331;4367440599;245672200;245672136;5293554712;5293554711;245671994;5393652128;1344712162;1344712169;1344712230;1344712231;3614750733;1344712174;1344712233;1344712206;1344712236;1344712199;1344712160;1344712165;1344712200;1344712202
1936499771,2244797460,Found,163,459,0.00992152666666667,1936499771;1936499769;1936499752;1936499750;1936499748;1936499746;1936499744;1936499738;1936499735;4611114421;1936499732;1936499730;1936499726;2622692775;1936499724;1936499722;1936499721;4700518392;1368753125;1936499719;1936499717;1936499715;1936499713;2124840036;1936499711;1936499709;1936499680;1936499677;1936499674;1936499671;1936499668;2629436072;1936499662;1936499658;1936499652;1936499649;1936499647;1936499645;1936499641;1936499640;1936499636;5346620502;4374680526;1248157185;1936499598;4357117951;1936499595;1936499593;1936499590;1936499587;1936499584;1936499578;4791543825;1936499575;1936499570;1936499568;4688603992;1936499566;1936499564;1936499561;1936499559;1936499553;1936355608;2630014220;1936355606;1936355605;1936355603;3803784016;1936355600;2242610394;1936355598;1936355592;1936355590;1936628003;1936628000;1936355587;1936627968;3803783974;3803783961;1936355586;1936355585;1936355584;1936355583;1936355582;1936355581;1936355580;2125317109;2125317108;1936355579;2610804866;1936355578;1936355577;1936355576;1936355569;1936355567;1936355565;1936355564;1936355562;1936355560;1936355559;1936355557;1936355556;3803645881;1936355554;1936355553;1936355551;1936355550;1936355548;1936355546;3001016671;1936355545;1936355543;1936355538;1936355537;1936355536;1936355535;1936355533;1936355531;1936355529;1936355526;1936355524;1936355520;1936355519;1936355517;1936355514;1936355513;1936355497;3803645784;1936355494;1936355491;1936355487;1936355484;1936355481;1936355478;1936355475;1936355472;3803645711;1936355469;1936355467;1936355465;1936355463;1936355455;1936355453;1936355451;1936355449;1936355446;1936355444;1936355441;1936355439;1936355436;1936355432;1936355429;1936355426;1936355424;1936355422;245668011;245668026;245667861;245667728;245667595;245667480;245667331;2244797469;2244797460
4357170876,4357175893,Found,44,220,0.0232447083333333,864905332;864905329;864905327;864905324;864905321;864905314;864905311;864905307;864905508;864905504;864905498;864905495;864905492;864915146;864915145;864915144;864905191;2610804984;2439620318;623040889;866835029;2610805121;2131111961;864905203;2131111968;2125309899;2125309885;623040909;866909292;866909388;866908899;866758918;866758916;866758915;866758914;866758908;4684713217;4357170885;866758907;866758904;866758903;866909358;4357171194;866758902;866758900
1388374438,4366129978,Found,227,1882,0.01752782,1388374436;1388374434;1388374433;1388374432;1388374431;1388374430;1388374427;3796632231;1388374416;1388374414;1388374417;3796632229;4369027560;1388374420;1388374421;3796632230;2236679953;1388374422;1388374425;1388374424;1388374418;1388374411;2236679923;1388374402;1388374395;1388374396;2236679908;1388374398;1388374399;4632210328;4632210326;4625570689;4632210327;1184146559;2236679727;2236679658;245674860;4625570581;4676916075;245674126;2236679289;4625570586;4676916068;4676916071;4654748427;4676916066;4676916065;4676916063;3217437365;3217437363;3217437361;245673695;4366029747;4366029751;4644026867;4644026868;2322734244;619999937;2622177427;4644026872;4644026871;4644026874;619308049;4644026875;619308050;2622177421;4637879085;4366037005;1640769588;2622177396;4644026879;4644026880;4644026881;2245075744;5457752171;2245075721;2245075679;4644026882;2245075663;619199656;4676916389;2245075613;4676916390;4340930308;2245075587;2244961879;2244961864;1366900728;2245075557;1366900712;2245075546;2244961788;2245075539;4676916391;3245626610;5470707483;3244522368;619308061;2244961651;2244961630;2244961579;1644086526;2622177356;2244961482;619309778;1233452316;1366900663;2244961457;620011492;2244961415;4264781638;2244961403;1647285905;1392485677;619309785;1392485673;4357381447;4357381459;4357381462;619309788;1647285909;619309790;1366028032;619309793;1366009161;4233703586;5482347191;5482347192;1366027980;2439359832;1232644341;2804574479;1232644644;2892843892;1232643976;2892843891;2892843889;1232644184;2804392268;2892843884;2892843881;2892843879;2804392256;2804392272;2804450687;2804441142;2804449479;2804441153;2804441145;2804441150;2804441143;2804414703;2804414702;2804414709;2804414706;2804414711;1232644620;4443962502;4443962501;245666606;2246471851;2246471803;1367093112;4264430257;1367093083;2246471728;245666164;3463796101;1654348910;2246471647;3205939907;3205969389;245665679;245665532;245665197;3642586741;1642951858;2248802418;1642951853;1642951842;1642951832;2124941129;1642951811;2124941135;245664865;2077290157;2122677123;2122677124;2122677126;3273736211;4366129942;3207735000;3207731118;3799138478;2131949254;1654348841;2077290156;2131949241;2131950307;2077290154;1654348839;2077290160;2077290155;2077290161;3273736210;2123789061;1648356959;4415528859;4366129966;2131982681;2131982680;2077290158;1179199558;245664761;2134856435;5056120322;5056120323;5056120324;245664742;245664681;245664657;245664622;3308366229;245664285;4307239179;245664111;245663987;245663951
1184132290,245662499,Found,271,2937,0.01925533,1184132295;1184132297;1184132294;3736922384;1184132296;1184075938;623040188;2527538652;1158617054;3797889516;1184124456;1645951489;1158617053;1184122435;3736922380;1158613046;1184075139;1645951480;1158613033;1158613036;2440144567;2440144569;2440144571;1184074193;2236679093;1184069029;1184069030;1184069179;1184069180;2246662785;2246662773;3797889475;2246662755;3797889449;1184069906;1184069178;1184069900;1184069905;1184069895;1184069896;1184069898;2244962515;1288998812;3546177824;3546177823;2244962506;1288998775;1184069903;3797889335;1184070627;3797889296;1184070630;1184070632;1184070629;245672116;3067964083;2244962437;2244962433;2244962429;1199605839;2244962408;245671785;245671746;3708878224;3708878218;3708878217;3708879290;3708879285;3708879283;3708879279;3708879278;3708879275;3708879273;3708879269;3708879267;3708879264;3708879260;3708879257;3708879254;3708879247;245671166;3708879228;3708877819;3708877812;3708877809;3797873494;4532415514;3708877805;3708877804;245670576;3708865596;623885526;2244962162;2244962155;2244962141;2244962130;2244962099;2244962063;245670400;2244962006;2244961997;3708865595;4567828078;2244961915;245669665;3558438901;245669653;3518462394;2244961801;1647286511;2246473258;2246473234;1647286328;2246473102;2246473015;1366028055;4357416074;1366028051;2622177309;1366028032;619309793;2246472850;619309797;2246472831;1647285845;245668515;619309806;2246472501;4357358614;1366009125;245668003;619309807;2246472366;1367093609;619309809;4357358585;2244797517;4357358530;619309810;2244797405;1366008983;2246472010;4352245944;619309811;2246471934;619881196;4352245939;619309813;619309814;1367092963;2622177260;2439373150;5056119970;2622177253;619309815;1647747202;1647747210;2629436046;1647747213;1647747214;2629418452;1647747245;1647747250;1647747252;4307187715;1647747247;1647747242;4307187706;4307187699;1647747211;1647747196;1647747178;3237529261;1647747176;1647747152;1647747137;1647747132;245664057;2381992004;2381984477;245664036;2381992010;2382034839;1647747148;2382034840;2381992011;2381984478;245664020;245664000;2381984473;245663969;2382029937;245663917;245663884;2370341764;2381984384;1365949435;2380933241;245663848;2380879125;2380932004;2380879121;2370341756;1448109800;2380879109;2380879045;245663829;2380879023;1365949284;2379802314;2379802312;2379782822;588002913;2379782813;2379782805;2379782793;2379782778;2379782738;2379782679;2379782650;245663604;2373212544;2373212537;2373212531;2371506721;2376412146;245663482;2371596507;2373155745;245663499;2376412096;2373212426;479079557;2371596476;1365948937;2376411819;2376411694;245663020;2373155706;2373155689;2373155682;1365948866;2847393870;2371506662;245662920;3732552538;2155937898;2377631375;2377735651;2377735650;2155937896;2377653607;2377658078;2155937893;2155937892;2155937891;4264834985;4264834980;4264834976;4264834975;4264834971;4264834967;4264834966;4264834969;4264834974;1307547987;2247988640;1307547988;2247988600;1307547989;1307547991;2247988591
